,product_name,energy-kcal_100g
10701,Блинчики С Мясом,270.0
10702,Грудинка варёно-копчёная,527.0
10703,Суп сырный с копченой курицей и беконом,100.0
10704,Protein,530.0
10705,Печенье с вишней,380.0
10706,Мармелад Krut Frut,310.0
10707,Вафельный батончик с молочно-ореховой начинкой,570.0
10708,Choco pie какао,420.0
10709,лапша яичная,350.0
10710,Подсолнечное масло рафинированное дезодорированное вымороженное,899.0
10711,"Желе фруктовой ягодное голубика, банан, клубника, яблоко",41.6
10712,Пряники мини с начинкой с ароматом &quot;клубника&quot;,350.0
10713,Сыр &quot;Сливочный&quot;,350.0
10714,Сырок глазированный,386.0
10715,Tilsiter,315.0
10716,Продукт для сырников и запеканок творогосодержащий &quot;Для завтрака&quot;,214.0
10717,Ядра грецких орехов сушеные,670.0
10718,Ядра орехов обжаренные: кешью,572.0
10719,Кефир,37.0
10720,Батон нарезной,265.0
10721,Фарш говяжий &quot;Иван Мясоедов&quot;,273.0
10722,Плюшка московская особая,335.0
10723,"Молоко 1,5%",45.0
10724,Творог С Клубникой,132.0
10725,Творог 2%,100.0
10726,Чипсы Из Батата С Трюфелем И Пармезаном,502.4
10727,Печенье Сдобное Американо,500.0
10728,Хлеб дарницкий,200.0
10729,Майонез Оливковый ГОСТ,603.0
10730,Майонез Провансаль ГОСТ,603.0
10731,Майонезный соус лёгкий,243.0
10732,Ядра Кешью Жареные,572.0
10733,Булочки Для Гамбургера С Кунжутом,300.0
10734,Печенье,410.0
10735,"Молоко питьевое ультрапастеризованное с массовой долей жира 2,5%",53.0
10736,Картофель Фри Быстрозамороженный,135.0
10737,Хлеб зерновой «6 злаков с полбой»,278.0
10738,Изделие кулинарное из мяса цыплят-бройлеров рубленое формованные запечённое замороженное. Палочки с сыром куриные,249.9
10739,Арахис жаренный с солью,620.0
10740,Маш продовольственный,360.0
10741,Салат Из Морской Капусты Витаминный,140.0
10742,Пряники с шоколадным вкусом,360.0
10743,Отруби ржаные экструдированные,350.0
10744,Хлеб белый в/с,220.0
10745,Онигири С Угрем,139.75
10746,Зёленый Чай Холодный,4.86
10747,Protein Whey,366.0
10748,Whey Протеин Кокосовый Батончик,349.3
10749,Сок берёзовый с сахаром,25.0
10750,Набор Для Окрошки С Куриным Филе,66.6
10751,Соус терияки,150.0
10752,Печеная Фасоль С Перцем,180.0
10753,Протеиновая Конфета С Молочной Начинкой,347.0
10754,Паста карбонара,300.0
10755,Кокосовый Батончик Вишня Малина,577.8
10756,Кесадилья куриная,215.8
10757,Хот Дог Датский,273.8
10758,Черный Ролл С Куриными Стрипсами,190.0
10759,Сашат витамин С,65.2
10760,Самокат Протеиновые Чипсы Со Вкусом Чеддер,407.0
10761,Круассан с курицей по-азиатски,230.0
10762,Гренки Со Вкусом Лисичек Со Сметаной,540.0
10763,"Бургер с беконом, сыром чеддер и красным перцем",385.0
10764,Рулетики Из Баклажанов С Сырной Начинкой,290.0
10765,Чипсы Сыр С Плесенью,504.0
10766,Вок С Креветками,142.5
10767,Слойка-тарт со сливочным кремом и ягодами,240.0
10768,Сельдь под шубой,169.2
10769,Филе Куриной Грудки Запеченое,145.3
10770,Напиток с высоким содержанием белка со вкусом вишни,73.0
10771,Напиток с высоким содержанием белка со вкусом черники,73.0
10772,Напиток с высоким содержанием белка со вкусом клубника-манго,73.0
10773,Напиток с высоким содержанием белка со вкусом малины,73.0
10774,Напиток с высоким содержанием белка со вкусом персика,73.0
10775,Напиток с высоким содержанием белка со вкусом клубники,73.0
10776,Пирожное муравьешки,445.0
10777,Белково-жировой продукт «Балыковый» копченый со вкусом паприки,297.0
10778,Чай Матча,312.0
10779,ED Smart Cocktail,211.0
10780,Молоко ультрапастеризованное 0.5%,36.0
10781,"Молоко питьевое ультрапастеризованное с массовой долей жира 3,5%",63.0
10782,Молочный Коктейль Клубника,71.0
10783,"Десерт творожный фруктовый, персик-груша",128.0
10784,творожок 2 слоя черника,135.0
10785,Десерт творожный,129.0
10786,Десерт творожный со вкусом вишня-черешня,133.0
10787,"Молоко Домик в деревне  2,5%",53.0
10788,"Творожок фруктовый, киви-банан",130.0
10789,"Молоко 2,5",53.0
10790,Сыр Ламбер,365.0
10791,тутти фрутти,70.0
10792,Творог злаки,104.0
10793,Сок Агуша Первая ложка,52.0
10794,Молоко домик в деревне,67.0
10795,Яблоко с мякотью,44.0
10796,Молоко 3.2% ультрапастеризованное,60.0
10797,Агуша пюре,52.0
10798,сметана домик в деревне 20,204.0
10799,Сметана 10%,117.0
10800,Творог 0.1%,55.3
10801,био мак с югорь,666.0
10802,Агуша полезный перекус,307.0
10803,Имунеле,70.0
10804,"J7 Смузи со злаками киви-банан, манго-ананас, яблоко",60.0
10805,Чудо йогурт,89.0
10806,4690228103575,78.0
10807,Продукт кисломолочный Домик в деревне сладкий снежок,75.0
10808,Ряженка 2.5% из топлёного молока,59.0
10809,Домик в деревне ряженка с клубникой,73.0
10810,Чудо йогур вкус земляника-клубника,84.0
10811,Йогурт &quot;Чудо&quot; персик-манго-дыня,84.0
10812,Черника малина,85.0
10813,4690228107054,85.0
10814,Чудо клубника земляника большая бутылка,84.0
10815,Чудо Йогурт - персик маракуйя,94.0
10816,"Йогурт фруктовый, вишня",98.0
10817,Фругурт персик-маракуйя,96.0
10818,Фругурты,95.0
10819,Чудо йогурт груша в карамели с пломбиром,85.0
10820,творожок вишня шоколад,132.0
10821,Йогурт «Греческий Классический»,68.0
10822,Йогурт «Греческий» с клубникой,86.0
10823,молоко 3.2%,60.0
10824,Агуша биокефирная без добавления сахара,60.0
10825,Чудо пит. Банан - клубника - манго,85.0
10826,4690228110221,85.0
10827,Йогурт Натуральный 1.8%,51.0
10828,Йогурт Чудо Вк.шок.нас.печ,141.0
10829,"Домик в деревне 1,8",47.0
10830,Йогурт Вишня-Шоколад-Гранола,86.0
10831,Йогурт малина манго,74.0
10832,Напиток кисломолочный со вкусом черники,67.0
10833,Молоко питьевое пастеризованное 3.2% процент жирности,60.0
10834,Творог &quot;Мягкий&quot; С Массовой Долей Жира 2%,67.0
10835,творог домик,91.0
10836,Напиток сывороточно-молочный вкус Мятное Яблоко,45.0
10837,Молочный Коктейль (Малина-фисташка),68.1
10838,Сухарики ржаные со вкусом ветчины с сыром,390.0
10839,Кириешки Сухарикм Ржаные со Вкусом Бекона,390.0
10840,Гренки бородинские с чесноком и укропом,410.0
10841,Beerka Мясные Снеки Сырокопченые,225.0
10842,Мармеладки,310.0
10843,Сухарики С Прованскими Травами,420.0
10844,горький шоколад с начинкой truffle mousse,525.0
10845,Бретцель немецкий крендельки с солью,410.0
10846,Babyfox молочный шоколад,570.0
10847,Сухарики со вкусом холодца и хрена,410.0
10848,Молочный шоколад,570.0
10849,Молочный шоколад с малиновой начинкой,425.0
10850,шоколадные конфеты из молочного шоколада с цельным лесным орехом,550.0
10851,Горький шоколад 72%,570.0
10852,Смесь 4 риса,360.0
10853,Творог обезжиренный,101.0
10854,Blinchiki s vishnei,187.0
10855,Сыр плавленый с грибами Ашан,239.0
10856,"Молоко ультрапасиеризованное 3,2%",60.0
10857,Мармелад &quot;белёвскиц&quot; клюквенный,320.0
10858,облепиха протертая с сахаром,220.0
10859,Каравайчик молочный,438.0
10860,Чипсы со вкусом сметаны и лука,510.0
10861,Чипсы со вкусом сметаны и зелени,510.0
10862,Сметана и лук,500.0
10863,Lays,156.0
10864,Лейс из печи нежный сыр смотка,445.0
10865,Лейс из печи лисички смотка,445.0
10866,Чипсы рифлёные &quot;паприка&quot;,530.0
10867,Лейс лосось 140 гр смотка,520.0
10868,Сухарики со вкусом &quot;Сливочный лосось&quot;,430.0
10869,Xrus team pendir,430.0
10870,Xrus team  qril,430.0
10871,Чипсы паприка рифлёные,530.0
10872,lays stix кетчуп,520.0
10873,Чипсы Лейз со вкусом сметаны и зелени,520.0
10874,Чипсы из натурального картофеля со вкусом «Ребрышки гриль»,520.0
10875,Чипсы (Сметана и зелень),2190.0
10876,Читос кетчуп маленькие смотка,500.0
10877,Лэйс сметана и зеленьг,520.0
10878,Лейс краб,520.0
10879,Lays с солью большая на смотку,520.0
10880,Рифлёные ;Сметана и лук&quot;,520.0
10881,Lays рифлёные лобстер,520.0
10882,Xrus team,430.0
10883,каховская  Xrus team,430.0
10884,Куйбышева 75 Xrus team,430.0
10885,Чипсы ;Малосольные огурчики с укропом&quot;,520.0
10886,лейс запечённые томат базилик смотка,430.0
10887,Чипсы картофельные со вкусом бекона,520.0
10888,Лейс сметана/лук 70 смотка на паллете,520.0
10889,Лей соль маленький на смотку,520.0
10890,Чипсы из натурального картофеля Lay's рифленые со вкусом &quot;Рождественская утка&quot;,530.0
10891,Чипсы Красная Икра,530.0
10892,Хрустим сырные палочки смотка маленькие,430.0
10893,хрустим стейк смотка,440.0
10894,Чипсы «Из Печи. Мусс из лосося и авокадо»,450.0
10895,Пикантная Чакалака,530.0
10896,Чипсы Бекон,520.0
10897,Чипсы «Тако с сальсой»,520.0
10898,Хрустим острые ребрышки баффало,460.0
10899,Сосиски Курица Тут,190.0
10900,Биойогурт &quot;Бифилайф&quot; фруктово-ягодный &quot;Брусника-клюква-злаки&quot;,73.0
10901,Коктейль молочный пастеризованный со вкусом&quot;Тоффи&quot;,70.0
10902,Печенье сахарное «Гаврюша» с ароматом топлёного молока,438.0
10903,Молоко питьевое пастеризованное,53.0
10904,"Молоко Простоквашино 1,5% пастеризованное",45.0
10905,Творожное зерно в сливках с черникой,129.0
10906,4690502005526,40.0
10907,Сметана из топлёных сливок 15%,163.0
10908,Крупа овсяная Кубань матушка,306.0
10909,Кукурузные палочки сладкие,410.0
10910,Торт Генерал,260.0
10911,Кукуруза обжаренная соленая,464.0
10912,Piens,55.0
10913,Fitlab Цельнозерновой Ржаной хлеб,218.0
10914,Kefyras su mėlynėmis,75.0
10915,"Sweets, Laima, Assorti Moscow (box12)360g",800.0
10916,Ādažu sēnes krējuma mērcē,533.0
10917,Ādažu Čili citrus,550.0
10918,JOGURTS ar  meža ogām,89.0
10919,Cream cheese,257.0
10920,Ierauga Tostermaize,267.0
10921,IERAUGA SALDSKĀB MAIZE,263.0
10922,Сардина в томатном соусе,111.0
10923,Кетчуп томатный классический,85.0
10924,Chocolate RED delight,373.0
10925,peru,520.0
10926,Akbar salati,137.0
10927,Pai smuuti,63.0
10928,milk chocolate with whole hazelnuts,548.0
10929,Осьминоги маленькие,46.0
10930,Крабовые палочки охлажденные,108.0
10931,Рыбное филе &quot;Дальневосточное&quot;,168.0
10932,творог 15%,205.0
10933,творог 9%,157.0
10934,Utenos,31.0
10935,Utenos radler mangu,34.0
10936,Mozzarella,324.0
10937,Traškučiai,459.0
10938,Buckwheat And Quinoa Cakes,361.0
10939,Кокосовая вода 100%,22.0
10940,Bruni кекс глазированный с какао начинкой,416.0
10941,Самаркандская халва ханская,520.9
10942,Курица Тикка тандури с лепёшкой Роти и зелёным чатни,192.0
10943,Коллекция &quot;китайский чай&quot; Молочный Улун,0.0
10944,Сахар белый Кристаллический свекловичный,400.0
10945,Печенье Сахарное &quot;Шахматный Слоды,420.0
10946,сгущенка,150.0
10947,Сгущенное молоко,330.0
10948,Dark chocolate with chocolate filling,511.0
10949,Шоколад пористый молочный &quot;Za Spartak&quot; 55%,1570.0
10950,Печень Утроят Бройлеров,160.0
10951,Напиток Молочный мир Бамбл кофе,65.0
10952,Форель слабосоленая,180.0
10953,Крабовые палочки (имитация),103.0
10954,Икра с копчёным лососем,440.0
10955,Филе-кусочки сельди XXL отборные,183.0
10956,Крабовые палочки охлажденные,82.0
10957,MAPKET,40.0
10958,Салат чука с соусом в азиатском стиле,96.0
10959,Икра Деликатесная С Копченым Лососем,440.0
10960,20 копеек,237.0
10961,Морковь по корейски 200г,95.0
10962,греческий,80.0
10963,Творог мягкий 5%,85.4
10964,Творог зернёный малина,156.8
10965,Творожок чизкейк,111.5
10966,Оптималь 5 злаков,70.4
10967,Творог рассыпчатый,120.0
10968,Творожок суперкид земляника,105.0
10969,Йогурт персик-манго,83.5
10970,Сыр Творожный С Зеленью,229.0
10971,Сыр Гауда,345.0
10972,Финский Сыр,308.0
10973,сыр,223.2
10974,творог 5%,117.0
10975,савешкин,96.2
10976,Молочная продукция,91.2
10977,теос большой,91.2
10978,Сыр Тильзитер,334.8
10979,Брест литовск маасдам,336.5
10980,Творог классический 9%,151.0
10981,Творожок Савушкин клубника 120г,111.5
10982,сырок аленка,357.8
10983,Сыр мягкий &quot;Фета нежная&quot;,187.6
10984,Yoghurt Mango,68.2
10985,Теос черника,70.8
10986,теос,68.2
10987,"Творог массовая доля жира 5,0%",117.0
10988,Сметана 15%,157.4
10989,Сметана 20,202.0
10990,Творог зерненный в сливках,96.2
10991,Сыр королевский,316.0
10992,Тильзитер сыр,334.8
10993,йогурт,108.0
10994,Творобушкин сырок глазированный &quot;Вареная сгущенка&quot;,355.8
10995,Пудинг творожный,106.0
10996,Lucky Days Yogurt (Peach),66.6
10997,САВУШКИН КАРТОШКА,384.0
10998,Пудинг Молочный Шоколад,118.4
10999,Brest-Litovsk Light Cheese,288.6
11000,Сахар белый кристаллический,400.0
11001,сахар белый кусковой,400.0
11002,Чипсы из сырого картофеля со вкусом сметана и лук,520.0
11003,Пюре яблоко-облепиха,45.0
11004,Kvas Lidskyi Khlebniy,26.0
11005,Говядина тушеная,113.8
11006,Кефир детский,60.0
11007,кефир 2.5 слав,50.0
11008,Желе смешанное со вкусом клубники,220.0
11009,Sour cream 15%,160.0
11010,Творог рассыпчатый 5%,110.0
11011,Йогурт,95.0
11012,Йогурт Yoguru клубника 2.5%,100.0
11013,Пудинг,130.0
11014,Yoguru черника,80.0
11015,Глазированный сырок с какао,410.0
11016,Творог 5%,111.0
11017,Шоколад горький десертный с начинкой &quot;Трюфельный элит&quot;,550.0
11018,Конфета,555.0
11019,Шоколад десертный горький 68%,568.0
11020,Шоколад горький с начинкой (с пюре из чёрной смородины),480.0
11021,Шоколад,580.0
11022,Шоколад молочный со сливками,571.0
11023,Молочный шоколад ореховый микс нуга,490.0
11024,коммунарка клубничная нуга смотка,470.0
11025,Вишневый Брауни,551.0
11026,Шоколад тёмный с начинкой арбуз ананас,521.0
11027,Творог &quot;Классический&quot; массовая доля дира 5%,119.0
11028,Творог &quot;Классический &quot; 5%,119.0
11029,Творог 5%,111.0
11030,Сметана массовая доля жира 15.0%,157.0
11031,Напиток берёзовый настоянный на мяте с сахаром,25.0
11032,Сок Яблоко-Манго,48.9
11033,4810898002835,190.0
11034,Мороженое пломбир ванильный в вафельном стаканчике,230.0
11035,Сухари &quot;ТРИУМФ&quot;,400.0
11036,Пряники «Ключики» новые,349.0
11037,Сыр Пиковая Дама,310.0
11038,Сыр «Тильзитер» 45%,323.0
11039,Сыр Фета,190.4
11040,Филейные сосиски,160.0
11041,Масло сладкосливочное высший сорт несолёное,750.0
11042,High-pro черника-земляника,60.0
11043,s40 CYTOK,380.0
11044,Сливки,120.0
11045,"Йогурт греческий Манго 1,7%",87.0
11046,Творог 5%,110.0
11047,Творог безлактозный 5%,111.0
11048,Творожная - вишня,70.0
11049,"Ряженка 3,5%",59.9
11050,Сыр Белорусский Классический,310.0
11051,Йогурт High-Pro Натуральный,61.9
11052,Йогурт High-Pro Черника-малина,61.9
11053,Йогурт High-Pro Вишня-Пломбир,61.9
11054,Сыр Exponenta Lactose Free Паприка Морковь,290.0
11055,Bio-skyr клубника-киви,35.0
11056,Bio-Skyr Черника-Голубика,35.0
11057,Йогурт High-Pro Вишня-Пломбир,61.9
11058,Детское Печенье,410.0
11059,Фасоль С Овощами,95.0
11060,Сыр Мягкий,110.0
11061,Сыр сливочный,350.0
11062,Global village смесь мексиканская,80.0
11063,Намазка с зеленью,400.0
11064,Нежная ветчина с индейкой,210.0
11065,Молоко 2.5% ультрапастеризованное,55.0
11066,сметана Сарафанов 15%,163.0
11067,иогурт,100.5
11068,Сметана 10%,119.0
11069,4813445003286,67.6
11070,Биотворог яблоко груша,115.0
11071,Био творог клубника,119.0
11072,Корнишоны,8.0
11073,Шампиньоны резаные,20.0
11074,Грузди солёные,15.0
11075,Каперсы маринованные,15.0
11076,Колбаса салями сыровленая Киндюк,670.0
11077,Тесто Фило,228.08
11078,Spikes,450.0
11079,Just Brutal Sour cream and onion,430.0
11080,Potato Chips Сметана с Луком,430.0
11081,ЖЕЛЕ «ЛИМОН-ЛАЙМ»,370.0
11082,Зефир Манговый,98.4
11083,Зефир Вишневый,98.4
11084,Waffers,536.0
11085,Butter,661.0
11086,"Молоко На здоров'я 0,5",35.3
11087,Wholegrain granola,395.5
11088,Сир твердий скибочками КОМО,365.0
11089,Кефір густий сміливість 1%,36.0
11090,Granola,470.7
11091,Grzanki czosnkowe,418.8
11092,Pesmeți icre roșii,402.0
11093,"Галичина молоко 2,5%",55.0
11094,Орешки с телятиной,532.0
11095,Пепси кола,28.0
11096,"Laktel молоко 2,5%",52.9
11097,Майонез провансаль &quot;Золотой&quot;,616.0
11098,каша гречневая,161.0
11099,Томатный Соус Базилико,97.0
11100,Яблочный сок,53.0
11101,Маасдам,379.0
11102,Chicken jerks,216.0
11103,Конфеты Mark Sevouni Silk Collection,546.0
11104,Варенье из инжира Թզի մուրաբա,280.0
11105,Yogurt,56.0
11106,Yogurt cherry,129.0
11107,Яблоко - Шиповник сок,46.0
11108,Персик - Яблоко сок,49.2
11109,Сок персик-яблоко,49.2
11110,Сок яблочный прямого отжима с мякотью,43.5
11111,Сок апельсиновый,41.5
11112,Персиковый нектар,46.5
11113,Нектар облепиховый,49.0
11114,Нектар мультифруктовый,45.0
11115,Напиток сокосодержащий из шиповника,43.5
11116,Мультифрукт сок,125.0
11117,Яблочный сок,123.0
11118,Томатный сок,17.2
11119,Манго - Яблоко сок,56.8
11120,Ананасовый сок,48.8
11121,Зандукели,45.0
11122,Borjomi,3.3333333333333
11123,Боржоми flavored water с экстрактами цитруса и имбиря,0.0
11124,Pear Limonati,42.0
11125,Грузинский лимонад Limonati тархун,42.4
11126,Тархун,40.0
11127,Яблочный сок холодного отжима Organic,48.0
11128,Сок из шелковицы холодного отжима Organic,66.0
11129,Гранатовый сок с черникой холодного отжима,58.0
11130,Абрикосовый сок холодного отжима Organic,50.0
11131,Морковный сок холодного отжима,36.0
11132,Сок из красного винограда изабелла холодного отжима,63.0
11133,Вафельный стаканчик,233.0
11134,Сметана 15% PREZIDENT,160.0
11135,Сэндвич-печенье с маршмэллоу покрытое глазурью,454.0
11136,печенье ванильное,487.0
11137,Albeni Latte,490.0
11138,Suxariklar,419.5
11139,Лапша Жгучий Lanzhou,399.0
11140,Минтай Филе мороженный без кожи,50.0
11141,Лапша Le Ramen Meow Острая Со Вкусом Говядины,437.38
11142,Рамен Карри С Говядиной,430.0
11143,Напиток газированный Лос-Анджелес Кола,17.0
11144,Напиток газированный &quot;Melon&quot;,42.0
11145,Шоколадные листики «3 Ягоды»,544.0
11146,Лимонная содовая с юдзу,6.0
11147,Coca-Cola,42.0
11148,Fanta Zero Sugar Exotic,3.03
11149,Schweppes,19.0
11150,Bounty Trio,484.0
11151,Xtra твикс,494.0
11152,Милкиуэй1+1,451.0
11153,лесной орех сникерс,506.0
11154,Snickers Super,497.0
11155,Twix Xtra,493.0
11156,TWIX,500.0
11157,Single malt scotch 18 years,222.0
11158,Mini corn cobs,80.0
11159,Hot and spicy chicken strips,234.0
11160,Мартини Бьянко Вермут сланкий белый,150.0
11161,Jameson Whiskey,221.0
11162,Black Wych,41.0
11163,Really nutty muesli,379.0
11164,Innocent,122.0
11165,Pringles ORG Original,540.0
11166,Pringles Cașcaval,514.0
11167,Pringles Crab,519.0
11168,Impact Whey Protein Unflavored,373.0
11169,Scottish Shortbread,522.0
11170,Chocolate and Hazelnut protein flapjack,431.25
11171,Peaches & Raspberries,49.0
11172,Оригинальный,60.0
11173,Энергетик Яблоко Киви,50.0
11174,burn applekiwi05,46.0
11175,The Doctor,45.0
11176,Burn apple qiwi,50.0
11177,Burn тёмная энергия,50.0
11178,Monster mango loco,48.0
11179,Burn gold rush,45.0
11180,Цитрусовая Энергия Без Сахара,3.0
11181,Масло авокадо нерафинированное,828.0
11182,Mixed olives,209.0
11183,"Белый шоколад с изюмом, миндалем и лесными орехами «Break»",558.317399617591
11184,Мини круассаны,450.0
11185,МИНИ Круассаны с кремом со вкусом &quot;ваниль&quot;.,448.0
11186,Круасан,460.0
11187,Круасаны,448.0
11188,Мини круассаны с кремом &quot;какао&quot;,448.0
11189,Оливки сорта Каламон без косточки в оливковом масле,236.0
11190,"Granola, No Sugar Added",377.0
11191,Конфитюр из черешни,272.0
11192,Kings soft cookie Zero,428.0
11193,Greek vintage tastes,360.0
11194,Extra virgin olive oil,899.0
11195,Масло оливковое,825.0
11196,Пита греческая традиционная,247.0
11197,Cocoa style Napoli,324.0
11198,Saint Nicolas noir,540.0
11199,Confiture 4 fruit,249.0
11200,Mojito Fraise Sans Alcool,38.0
11201,Пиво Kasteel rouge,70.0
11202,Alpro VANILLA FLAVOUR,57.0
11203,"Kokosnussdrink mit Soja, Barista",33.0
11204,Soya Original,39.0
11205,Trappist tripel,78.0
11206,печенье детское с грушовым соком,399.0
11207,Печенье детское с яблочным соком,398.0
11208,Печенье яблочный мармелад,388.0
11209,Premium ayran,36.0
11210,Fanta груша,37.0
11211,Сыр голландский красная цена,330.0
11212,Flocos de Neve,385.0
11213,Creme de Marisco,26.0
11214,Rebuçados Sabor a Mentol,388.0
11215,Jamon,232.0
11216,cozinha velha agulha,349.0
11217,Almôndegas de Peru,130.0
11218,Печенье протеиновое «Творожный кекс» с коллагеном,284.0
11219,kims,518.0
11220,Фруктовые чипсы (красное яблоко),276.0
11221,Cini Minis Scorțișoară,410.0
11222,gold honey nut flakes,394.0
11223,Готовый завтрак,181.0
11224,Wawel milk,496.0
11225,Miód gryczany,333.0
11226,Основа для горячих блюд Китайский соус,62.0
11227,Snickers Арахисовый крем,521.0
11228,Snickers,489.0
11229,Chocolate Bar,489.0
11230,OYAKATA,221.0
11231,Luncheon meat,291.0
11232,Shortbread Fingers,495.0
11233,Levro Whey Supreme Protein Smokers flavor,369.0
11234,Levro Whey Supreme Protein Concentrate + Isolate (cookies with cream),369.0
11235,Levro Legandary Mass,370.0
11236,Košė,328.0
11237,Naturals с паприкой,529.0
11238,молоко,63.0
11239,Xmas Trees,434.0
11240,Cookie Man Gingerbread,446.0
11241,Tartalette,526.0
11242,Choco Bears,485.0
11243,Sfogliatine Glassate,540.0
11244,Tygryski Maisstangen,374.0
11245,Lay's - Sour Cream & Dill,528.0
11246,Картофен чипс с вкус на кашкавал,540.0
11247,Chips cașcaval,517.0
11248,Grand'or Walnuts,537.0
11249,Iaurt Natur,63.0
11250,DeSenviş,327.0
11251,Telemar de capră,261.0
11252,Фасоль Белая,75.0
11253,Горошек зелёный,76.0
11254,Огурцы маринованные,26.9
11255,&quot;100% Pure Whey&quot; Биологически активная добавка к пище,382.0
11256,Hell Energy Drink,46.0
11257,Мороженое  Maxiduo страчателла,311.0
11258,Тунец В Собственном Соку,91.6
11259,Зразы картофельные с бобами,174.1
11260,Kraft Cheddar cheese,288.0
11261,Мюсли с орехом и яблоком,390.0
11262,7up,44.0
11263,Dark Chocolate Without Cherry Jelly Filling,489.0
11264,Соус майонезный,267.0
11265,Spicy Sweet Chili Nachos,477.0
11266,Финики,432.0
11267,Mars,150.0
11268,Биточек сочный с пенне,188.1
11269,Multigrain crispbread,330.0
11270,Mynthon Original Extra Strong,390.0
11271,Kokonainen Hasselpähkina,555.0
11272,Karl Fazer keksicrispejä ja maitosuklaata,536.0
11273,Iso vaalea riisipiirakka,179.0
11274,Зефир с экстрактом каркаде и витаминами со вкусом малины,45.0
11275,Lakupala Mansikka,356.0
11276,Jaffa Greippi Sokeriton,1.0
11277,Hartwell Original,27.0
11278,Rainbow wild berry drink,32.0
11279,Evelina maitosuklaakerroskeksi,511.0
11280,Evelina,502.0
11281,Pitkäjyväinen riisi,363.0
11282,Овсяная Каша,350.0
11283,Eggs Extra,150.0
11284,High protein,80.0
11285,Коктейль молочный со вкусом «Ванильное мороженое»,63.0
11286,Fitness цельные злаки,348.0
11287,Парижские вафли сахарные,460.0
11288,Творого обезжиренный,65.0
11289,Пиво Циндзо БЕЗАЛКОГОЛЬНОЕ С ЛИМОНОМ,18.0
11290,Напиток безалкогольный газированный,28.43
11291,Вода с добавлением вкусом ароматических веществ PEPSI-COLA,45.4
11292,高活性干酵母,393.0
11293,Kimchi Cheese Flavor Noodles,439.0
11294,Bao Pork & Vegetables,249.8
11295,乌冬面经典,417.0
11296,Papa rice рис с свининой по-тайваньски,176.0
11297,Лапша рисовая крупная,330.0
11298,Чипсы,530.0
11299,Тунец для салатов в масле,189.0
11300,Тунец для салатов натуральный,79.0
11301,Слус кунжутный,411.0
11302,Снег японский васаби эндо арарэ,370.0
11303,Фруктовое желе с персиком,65.0
11304,Рис,163.0
11305,שוקו,46.0
11306,Dip Nacho Cheese Style,130.0
11307,X-tra Cornflakes,380.0
11308,Appelsiini-mandarine juoma,32.0
11309,Чипсы из корнеплодов,503.0
11310,Hoops,374.0
11311,Яблочный сок,53.68
11312,Flor Azteca,15.0
11313,NAN optipro,67.0
11314,гербер банан яблоко смотка лежит смотанное в тележке снять,368.0
11315,Migros Daily Chicken Gyros,222.0
11316,Мини-кексы Юбилейное,425.0
11317,Шоколад молочный &quot;Альпен Гольд Десерт 'Безе Павлова' с клубничной начинкой с безе&quot;,539.0
11318,Alpen Gold,520.0
11319,Шоколад,531.0
11320,Шоколад молочный &quot;Альпен Гольд&quot; с белым шоколадом с начинкой со вкусом ванили и кусочками печенья &quot;Орео&quot;,542.0
11321,Шоколад молочный &quot;Альпен Гольд&quot; &quot;Нежная Клубника&quot; с клубничной начинкой и кусочками печенья &quot;Орео&quot;,541.0
11322,Печенье Юбилейное традиционное,464.0
11323,Шоколад молочный,520.0
11324,Шоколад молочный [Alpen Gold] с фундуком,531.0
11325,альпен голд фундук и изюм,503.0
11326,Шоколад из тёмного и белого,519.0
11327,Шоколад С Солёным Миндалём И Карамелью,522.0
11328,"Maxfun со взрывной карамелью, мармеладом и печеньем",498.0
11329,ALPEN GOLD,538.0
11330,Cadbury Heroes,485.0
11331,Классический,528.0
11332,Шоколад молочный &quot;Milka&quot; с цельным фундуком,563.0
11333,Шоколад молочный Milka с круглым печеньем Oreo с начинкой со вкусом клубники,517.0
11334,7days braskes ir vaniles,436.0
11335,Шоколад белый Max Fun,512.0
11336,альпен голд орео два шоколада,540.0
11337,Молочный Шоколад С Фундуком И Изюмом,503.0
11338,Шоколад Молочный Цельный Фундук,561.0
11339,Круассан,451.0
11340,круассаны ваниль,456.0
11341,Choco cookie,496.0
11342,Арахисовый Вкус,472.0
11343,Oreo,478.0
11344,Picnic big,479.0
11345,Шоколад молочный «Милка» с цельным фундуком,551.0
11346,Печенье с темной глазурью,482.0
11347,Юбилейное молочное,460.0
11348,Печенье &quot;Юбилейное&quot; традиционное,467.0
11349,Печенье ореховое с глазурью &quot;Юбилейное&quot;,479.0
11350,TUC pizza,482.0
11351,Чипсы картофельные рифлёные со вкусом лисичек в сметане,522.0
11352,Печенье утреннее Мёд и фундук,458.0
11353,Belvita Утреннее печенье,450.0
11354,Юбилейное Постное,447.0
11355,Какао с йогуртовой начинкой. Утреннее,464.0
11356,Печенье с кусочками молочного шоколада,491.0
11357,Oreo Шоколадный вкус,469.0
11358,Печенье С Черникой,468.0
11359,Печенье &quot;Oreo&quot; двойная начинка,493.0
11360,Шоколад молочный с молочной и карамельной начинками и обжаренным цельным фундуком,553.0
11361,Migros Daily Grilled Veggie Bowl,132.0
11362,Original corn flavor,500.0
11363,Country Bacon Flavor,500.0
11364,Cream & Onion Flavour,500.0
11365,Энергетический напиток E-om,44.0
